player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
Luka JoviÄ‡,22000000,rs SRB,21,182,La Liga,1,Real Madrid,Forward,Centre-Forward,both,17,4,430,26,3,0,2.2,0.7,2,1,12,3,2,7,57.1,10,45.5,134,82.8,143,62.7,177,393,177,2,2,0,0,3,2,15,0,0.0,0,2,0,5,0
Vinicius JĂşnior,50000000,br BRA,19,176,La Liga,1,Real Madrid,Forward,Left Winger,right,29,12,1364,26,3,0,4.3,2.3,3,1,39,16,6,109,48.6,4,44.4,544,77.4,617,76.3,766,5890,4460,19,19,0,0,27,17,84,0,0.0,0,4,0,18,0
Toni Kroos,48000000,de GER,29,183,La Liga,1,Real Madrid,Midfielder,Central Midfield,right,35,31,2652,26,3,0,2.8,4.0,4,5,57,18,7,27,81.5,11,52.4,2512,88.9,2132,94.4,2736,9037,4715,36,34,2,13,57,41,208,0,0.0,0,2,0,14,0
Marcelo,12000000,br BRA,31,174,La Liga,1,Real Madrid,Defender,Left-Back,left,15,15,1296,26,3,0,0.5,2.1,1,2,17,6,7,13,76.9,10,58.8,1071,82.4,871,92.1,1212,4155,2597,21,20,1,21,20,12,130,0,0.0,0,2,0,14,0
Mariano,12000000,do DOM,25,180,La Liga,1,Real Madrid,Forward,Centre-Forward,right,5,0,45,26,3,0,0.5,0.0,1,0,5,2,1,2,100.0,2,40.0,15,73.3,15,48.4,23,92,73,1,1,0,0,0,0,5,0,0.0,0,1,0,0,0
Ferland Mendy,32000000,fr FRA,24,180,La Liga,1,Real Madrid,Defender,Left-Back,left,25,19,1809,26,3,0,0.5,2.1,1,3,7,2,7,72,72.2,23,53.5,1262,85.2,994,90.9,1489,5937,3378,38,33,5,30,31,16,180,0,0.0,0,8,1,19,1
Ă‰der MilitĂŁo,36000000,br BRA,21,186,La Liga,1,Real Madrid,Defender,Centre-Back,right,15,10,1022,26,3,0,0.1,0.0,0,0,3,1,0,2,50.0,39,79.6,683,87.7,543,97.8,803,2830,1324,14,7,7,56,23,14,106,0,0.0,0,3,0,8,1
Luka Modric,10000000,hr CRO,33,172,La Liga,1,Real Madrid,Midfielder,Central Midfield,both,31,22,1996,26,3,0,2.1,3.3,3,7,30,13,16,64,62.5,11,32.4,1478,86.5,1341,90.5,1696,7848,3534,22,20,2,11,34,17,187,0,0.0,0,7,1,30,0
Nacho,10000000,es ESP,29,180,La Liga,1,Real Madrid,Defender,Centre-Back,right,6,4,439,26,3,0,0.3,0.3,1,0,10,2,0,5,20.0,15,65.2,1134,72.5,231,95.1,354,846,402,51,41,10,67,51,28,34,0,0.0,0,3,0,1,0
Ălvaro Odriozola,16000000,es ESP,23,176,La Liga,1,Real Madrid,Defender,Right-Back,right,4,4,343,26,3,0,0.2,0.8,0,1,0,0,2,13,69.2,1,33.3,109,82.6,128,90.1,212,1109,580,1,1,0,3,1,1,19,0,0.0,0,3,1,5,0
Sergio Ramos,14000000,es ESP,33,184,La Liga,1,Real Madrid,Defender,Centre-Back,right,35,35,3013,26,3,0,10.2,0.3,11,0,35,11,2,13,84.6,66,59.5,2144,91.6,1735,95.7,2428,7868,4168,39,27,12,116,60,46,368,0,0.0,0,10,0,3,4
James RodrĂ­guez,32000000,co COL,28,181,La Liga,1,Real Madrid,Midfielder,Attacking Midfield,left,8,5,419,26,3,0,0.9,1.8,1,1,9,1,1,1,0.0,4,40.0,305,78.4,267,90.5,351,1174,464,5,5,0,1,17,11,25,0,0.0,0,1,0,3,0
Rodrygo,45000000,br BRA,18,174,La Liga,1,Real Madrid,Forward,Right Winger,right,19,12,1019,26,3,0,2.6,1.0,2,0,16,8,1,48,50.0,10,31.3,511,84.1,541,78.7,648,3573,2410,17,15,2,5,5,4,55,0,0.0,0,0,0,20,0
Federico Valverde,54000000,uy URU,21,182,La Liga,1,Real Madrid,Midfielder,Central Midfield,right,33,21,1907,26,3,0,1.9,3.5,2,5,23,11,8,35,51.4,22,59.5,1119,88.0,1015,89.4,1316,5413,3192,43,39,4,14,36,19,165,0,0.0,0,1,0,17,1
RaphaĂ«l Varane,64000000,fr FRA,26,191,La Liga,1,Real Madrid,Defender,Centre-Back,right,32,32,2822,26,3,0,0.7,0.5,3,1,10,3,1,16,62.5,74,71.8,1668,88.7,1339,98.0,1949,8448,3576,57,40,17,152,33,23,283,0,0.0,0,2,0,4,0
Lucas VĂˇzquez,16000000,es ESP,28,173,La Liga,1,Real Madrid,Forward,Right Winger,right,18,8,848,26,3,0,1.3,1.5,2,1,10,3,6,21,66.7,4,40.0,583,79.8,532,83.6,708,2342,1350,14,14,0,5,21,15,75,0,0.0,0,1,0,17,2
Miguel Ăngel MoyĂˇ,1000000,es ESP,35,189,La Liga,0,Real Sociedad,Goalkeeper,Goalkeeper,right,13,13,1170,16,14,3,0.0,0.0,0,0,0,0,0,2,100.0,0,0.0,458,79.3,218,100.0,490,1002,469,0,0,0,1,0,0,70,36,0.686,0,0,0,0,1
Ander Barrenetxea,9000000,es ESP,17,178,La Liga,0,Real Sociedad,Forward,Left Winger,right,17,3,442,16,14,0,0.8,0.5,0,0,15,5,0,45,48.9,7,46.7,191,72.8,213,78.3,280,1884,1133,5,5,0,5,11,6,32,0,0.0,0,1,0,12,0
Aritz Elustondo,8000000,es ESP,25,182,La Liga,0,Real Sociedad,Defender,Centre-Back,right,22,17,1510,16,14,0,0.7,0.2,0,1,8,1,3,5,40.0,72,70.6,935,85.8,709,98.2,1145,4755,2444,28,19,9,122,31,13,185,0,0.0,0,4,0,6,0
Andoni Gorosabel,1000000,es ESP,22,174,La Liga,0,Real Sociedad,Defender,Right-Back,right,14,8,714,16,14,0,0.0,0.4,0,0,1,1,0,8,62.5,11,52.4,446,76.9,303,89.9,543,1502,852,14,14,0,30,18,9,74,0,0.0,0,2,0,4,0
Ander Guevara,6000000,es ESP,22,180,La Liga,0,Real Sociedad,Midfielder,Central Midfield,right,14,11,939,16,14,0,0.0,0.4,0,0,3,0,0,12,83.3,14,43.8,680,86.0,535,95.9,790,3003,1682,13,12,1,28,30,18,142,0,0.0,0,4,0,9,0
Asier Illarramendi,14000000,es ESP,29,179,La Liga,0,Real Sociedad,Midfielder,Defensive Midfield,right,3,3,216,16,14,0,0.0,0.2,0,0,1,0,0,1,0.0,3,60.0,183,91.8,148,98.7,203,1082,673,2,1,1,5,3,2,33,0,0.0,0,0,0,0,0
Alexander Isak,22000000,se SWE,19,190,La Liga,0,Real Sociedad,Forward,Centre-Forward,right,37,14,1507,16,14,0,6.3,2.2,9,1,44,22,5,42,57.1,21,32.8,304,73.0,372,51.1,497,2749,1775,10,9,1,6,9,7,50,0,0.0,0,3,0,42,0
Adnan Januzaj,9000000,be BEL,24,186,La Liga,0,Real Sociedad,Forward,Right Winger,left,24,13,1167,16,14,0,1.4,2.5,3,3,25,8,7,65,52.3,7,35.0,496,65.1,545,80.4,703,3902,2333,10,10,0,4,9,4,59,0,0.0,0,3,0,36,1
Willian JosĂ©,24000000,br BRA,27,189,La Liga,0,Real Sociedad,Forward,Centre-Forward,right,37,24,2011,16,14,0,10.4,1.7,11,1,58,19,5,19,47.4,27,40.3,565,71.9,580,61.3,764,2339,810,16,10,6,14,3,3,87,0,0.0,0,4,0,22,0
Robin Le Normand,12000000,fr FRA,22,187,La Liga,0,Real Sociedad,Defender,Centre-Back,right,31,25,2394,16,14,0,0.9,0.3,1,0,12,2,1,0,0.0,91,64.5,1695,89.4,1369,98.1,1944,8086,4385,22,15,7,151,46,27,272,0,0.0,0,6,0,2,1
Diego Llorente,20000000,es ESP,25,186,La Liga,0,Real Sociedad,Defender,Centre-Back,right,29,27,2327,16,14,0,1.0,0.2,1,1,10,4,2,8,75.0,63,57.3,1598,88.2,1275,98.8,1842,8382,4939,30,21,9,139,32,21,301,0,0.0,0,7,1,4,2
Roberto LĂłpez,90000,es ESP,19,178,La Liga,0,Real Sociedad,Midfielder,Attacking Midfield,left,3,0,51,16,14,0,0.0,0.1,0,1,0,0,2,3,100.0,3,50.0,46,78.3,40,85.1,55,194,37,2,2,0,2,3,2,8,0,0.0,0,0,0,4,0
Mikel Merino,24000000,es ESP,23,189,La Liga,0,Real Sociedad,Midfielder,Central Midfield,left,36,35,3139,16,14,0,2.8,2.1,5,1,44,14,9,58,58.6,158,63.2,1974,77.0,1687,87.8,2407,7319,3688,58,52,6,68,82,63,410,0,0.0,0,9,0,37,0
Nacho Monreal,3000000,es ESP,33,180,La Liga,0,Real Sociedad,Defender,Left-Back,left,29,27,2390,16,14,0,2.3,1.1,2,0,16,5,1,15,66.7,61,65.6,1381,82.3,938,89.9,1640,4047,2218,58,52,6,84,40,24,196,0,0.0,0,3,0,9,0
Aihen MuĂ±oz,4000000,es ESP,21,175,La Liga,0,Real Sociedad,Defender,Left-Back,left,15,11,981,16,14,0,0.0,0.0,0,0,0,0,1,13,46.2,17,50.0,656,77.4,441,91.7,754,2061,1162,19,17,2,27,24,9,89,0,0.0,0,1,0,12,0
Mikel Oyarzabal,48000000,es ESP,22,181,La Liga,0,Real Sociedad,Forward,Left Winger,left,37,36,3051,16,14,0,8.5,7.3,10,11,57,18,17,89,68.5,45,42.5,1154,71.8,1116,72.2,1571,7315,3880,54,49,5,20,35,21,224,0,0.0,0,4,0,74,0
Jon Pacheco,20000,es ESP,18,184,La Liga,0,Real Sociedad,Defender,Centre-Back,left,1,1,77,16,14,0,0.0,0.0,0,0,0,0,0,1,100.0,2,100.0,36,75.0,24,100.0,45,184,111,3,3,0,7,1,1,9,0,0.0,0,0,0,0,0
Portu,16000000,es ESP,27,168,La Liga,0,Real Sociedad,Forward,Right Winger,right,35,25,2393,16,14,0,5.9,5.2,7,7,40,15,12,25,40.0,19,31.1,664,68.7,628,59.0,926,3862,2396,39,36,3,5,38,23,121,0,0.0,0,5,0,35,1
Ălex Remiro,12000000,es ESP,24,191,La Liga,0,Real Sociedad,Goalkeeper,Goalkeeper,right,25,25,2250,16,14,6,0.1,0.0,0,0,1,0,0,1,100.0,0,0.0,910,75.1,519,99.8,975,2397,1104,0,0,0,4,0,0,109,62,0.713,1,0,0,0,0
KĂ©vin Rodrigues,2000000,pt POR,25,170,La Liga,0,Real Sociedad,Defender,Left-Back,left,1,0,6,16,14,0,0.0,0.0,0,0,0,0,0,0,0.0,1,100.0,7,57.1,7,87.5,9,17,11,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0
Luca Sangalli,2000000,es ESP,24,167,La Liga,0,Real Sociedad,Midfielder,Attacking Midfield,right,11,5,372,16,14,0,0.5,0.5,0,1,7,5,0,8,75.0,5,50.0,187,73.8,173,85.2,225,1103,590,1,1,0,0,1,1,37,0,0.0,0,0,0,9,0
Joseba Zaldua,10000000,es ESP,27,176,La Liga,0,Real Sociedad,Defender,Right-Back,right,30,29,2545,16,14,0,0.2,1.6,0,2,8,2,8,40,42.5,77,67.0,1560,78.7,1026,91.9,1905,5276,3077,56,48,8,120,62,39,258,0,0.0,0,8,1,21,0
Igor Zubeldia,24000000,es ESP,22,180,La Liga,0,Real Sociedad,Midfielder,Defensive Midfield,right,33,29,2640,16,14,0,0.4,0.6,0,1,14,1,1,29,79.3,56,46.3,1670,87.8,1360,98.0,1954,8333,4536,58,33,25,102,57,37,319,0,0.0,0,9,0,18,0
MartĂ­n Zubimendi,25000,es ESP,20,180,La Liga,0,Real Sociedad,Midfielder,Central Midfield,right,9,6,524,16,14,0,0.1,0.2,0,0,4,0,0,4,75.0,18,85.7,420,86.9,334,97.1,475,2099,1137,8,8,0,7,18,13,89,0,0.0,0,3,0,6,0
David Zurutuza,1000000,es ESP,33,186,La Liga,0,Real Sociedad,Midfielder,Central Midfield,right,5,2,157,16,14,0,0.0,0.0,0,0,0,0,0,2,50.0,7,46.7,82,74.4,71,80.7,103,305,127,2,2,0,6,2,1,14,0,0.0,0,0,0,3,0
Martin Ădegaard,45000000,no NOR,20,178,La Liga,0,Real Sociedad,Midfielder,Attacking Midfield,left,31,29,2527,16,14,0,3.2,5.1,4,6,49,17,15,94,67.0,11,35.5,1617,80.9,1401,88.6,1904,9565,5162,20,20,0,14,28,18,231,0,0.0,0,3,0,54,0
Yunis Abdelhamid,2000000,ma MAR,31,190,Ligue 1,0,Reims,Defender,Centre-Back,left,28,28,2520,10,7,0,1.3,0.1,3,0,19,5,1,26,80.8,86,67.2,1515,87.7,1236,97.6,1856,7673,4306,43,24,19,166,61,37,226,0,0.0,0,0,0,8,1
El Bilal TourĂ©,2000000,ml MLI,17,185,Ligue 1,0,Reims,Forward,Centre-Forward,both,7,6,453,10,7,0,3.6,0.1,3,0,9,4,2,6,50.0,10,33.3,68,73.5,86,48.6,125,558,306,8,8,0,1,3,3,12,0,0.0,0,2,0,8,0
Mathieu Cafaro,6000000,fr FRA,22,175,Ligue 1,0,Reims,Midfielder,Attacking Midfield,right,13,12,924,10,7,0,2.8,1.8,1,2,38,14,3,41,56.1,6,31.6,351,57.8,327,75.9,495,2521,1417,10,10,0,0,17,9,66,0,0.0,0,3,1,13,0
Moreto CassamĂŁ,2500000,gw GNB,21,165,Ligue 1,0,Reims,Midfielder,Central Midfield,right,7,7,592,10,7,0,0.1,0.4,0,1,3,0,2,18,83.3,4,57.1,507,87.8,422,98.1,570,2197,931,7,5,2,6,21,15,73,0,0.0,0,3,0,7,0
Xavier Chavalerin,4000000,fr FRA,28,179,Ligue 1,0,Reims,Midfielder,Defensive Midfield,left,24,24,2147,10,7,0,0.7,2.2,1,3,19,3,4,29,69.0,15,45.5,1096,77.4,807,91.6,1344,3728,1673,39,33,6,41,76,52,205,0,0.0,0,6,0,13,0
Boulaye Dia,4000000,sn SEN,22,180,Ligue 1,0,Reims,Forward,Centre-Forward,right,24,21,1812,10,7,0,5.3,2.3,7,1,39,18,5,60,50.0,27,25.2,328,76.5,384,49.0,579,2849,1823,16,14,2,20,21,13,84,0,0.0,0,0,0,45,0
Tristan DingomĂ©,1000000,cm CMR,28,174,Ligue 1,0,Reims,Midfielder,Central Midfield,left,15,12,892,10,7,0,0.4,1.0,0,1,9,1,2,9,55.6,1,10.0,370,72.7,339,80.9,449,991,342,11,11,0,2,11,7,64,0,0.0,0,1,0,13,0
Axel Disasi,7000000,fr FRA,21,190,Ligue 1,0,Reims,Defender,Centre-Back,right,27,27,2430,10,7,0,2.2,0.5,1,0,15,2,1,14,71.4,73,61.9,1441,85.8,1155,97.9,1717,7710,4664,44,19,25,155,34,23,268,0,0.0,0,3,0,5,1
Anastasios Donis,2000000,gr GRE,22,178,Ligue 1,0,Reims,Forward,Centre-Forward,right,15,6,609,10,7,0,1.1,0.3,0,0,15,7,0,35,71.4,7,25.0,133,56.4,146,49.8,205,1811,1010,3,3,0,4,5,3,31,0,0.0,0,1,0,10,0
Moussa Doumbia,2000000,ml MLI,24,173,Ligue 1,0,Reims,Forward,Left Winger,right,26,22,1718,10,7,0,2.9,1.9,2,1,41,8,4,103,59.2,5,20.0,681,78.1,693,77.9,982,6658,4121,19,18,1,9,21,14,158,0,0.0,0,8,1,47,0
Thomas Foket,4000000,be BEL,24,177,Ligue 1,0,Reims,Defender,Right-Back,right,27,27,2430,10,7,0,0.5,1.5,0,1,8,1,3,28,53.6,22,40.7,1308,80.6,829,88.8,1558,5792,3607,37,32,5,84,55,36,214,0,0.0,0,3,0,14,1
Suk Hyun-jun,1400000,kr KOR,28,190,Ligue 1,0,Reims,Forward,Centre-Forward,right,13,1,262,10,7,0,1.1,0.5,1,1,12,3,1,5,20.0,29,51.8,57,49.1,76,42.7,105,373,223,4,3,1,2,4,4,14,0,0.0,0,3,0,3,0
Hassane Kamara,4000000,gm GAM,24,168,Ligue 1,0,Reims,Defender,Left-Back,left,23,18,1709,10,7,0,1.5,0.5,2,0,28,7,1,51,64.7,28,65.1,1110,80.7,847,89.5,1424,6707,3946,40,37,3,64,66,31,193,0,0.0,0,5,0,23,0
Ghislain Konan,5000000,ci CIV,23,176,Ligue 1,0,Reims,Defender,Left-Back,left,16,15,1333,10,7,0,0.0,1.0,0,1,2,0,3,64,60.9,20,37.0,897,79.3,626,93.4,1117,4672,2952,22,20,2,59,41,25,151,0,0.0,0,2,1,26,0
Dereck Kutesa,1000000,ch SUI,21,178,Ligue 1,0,Reims,Forward,Right Winger,right,14,4,528,10,7,0,0.2,0.3,1,0,4,2,2,26,53.8,3,27.3,152,73.7,162,70.1,227,1595,974,10,10,0,2,8,7,36,0,0.0,0,0,0,13,0
Nicolas LemaĂ®tre,32500,fr FRA,22,189,Ligue 1,0,Reims,Goalkeeper,Goalkeeper,left,1,1,90,10,7,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,27,81.5,14,100.0,30,62,18,0,0,0,0,0,0,4,1,0.333,0,0,0,0,1
Dario Maresic,2000000,at AUT,19,183,Ligue 1,0,Reims,Defender,Centre-Back,both,1,1,90,10,7,0,0.0,0.0,0,0,0,0,0,0,0.0,1,33.3,64,82.8,55,100.0,73,349,210,1,0,1,7,0,0,8,0,0.0,0,0,0,0,0
Nathanael Mbuku,5000000,fr FRA,17,170,Ligue 1,0,Reims,Forward,Left Winger,left,11,3,395,10,7,0,0.4,0.1,0,0,8,1,1,24,58.3,3,37.5,119,69.7,135,77.1,183,1058,651,2,2,0,1,6,4,26,0,0.0,0,0,0,11,0
Marshall Munetsi,80000,zw ZIM,23,187,Ligue 1,0,Reims,Midfielder,Defensive Midfield,right,17,8,838,10,7,0,0.2,0.4,0,2,4,0,2,25,56.0,38,66.7,372,78.0,287,91.4,515,2326,1148,21,13,8,39,26,17,118,0,0.0,0,3,0,6,0
TimothĂ©e Nkada,300,fr FRA,20,177,Ligue 1,0,Reims,Forward,Centre-Forward,right,8,0,148,10,7,0,0.1,0.3,0,0,2,0,1,6,33.3,3,20.0,25,60.0,30,35.3,41,253,210,0,0,0,0,1,0,7,0,0.0,0,1,0,1,0
Remi Oudin,7000000,fr FRA,22,185,Ligue 1,0,Reims,Forward,Right Winger,left,18,16,1397,10,7,0,3.2,2.0,3,2,35,10,3,22,59.1,23,59.0,454,65.4,425,74.0,628,2251,1061,26,24,2,19,14,8,94,0,0.0,0,1,0,19,0
Predrag RajkoviÄ‡,9000000,rs SRB,23,192,Ligue 1,0,Reims,Goalkeeper,Goalkeeper,right,27,27,2430,10,7,12,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,998,73.7,499,100.0,1067,3392,2052,0,0,0,0,1,1,136,65,0.798,3,1,0,0,1
Alaixys Romao,32500,tg TOG,35,180,Ligue 1,0,Reims,Midfielder,Defensive Midfield,right,22,21,1781,10,7,0,0.8,1.0,0,0,12,2,2,22,81.8,25,40.3,979,83.6,773,94.7,1204,4552,2128,22,17,5,60,59,36,219,0,0.0,0,11,2,13,2
Kaj Sierhuis,2000000,nl NED,21,180,Ligue 1,0,Reims,Forward,Centre-Forward,right,1,1,12,10,7,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4,100.0,5,83.3,5,10,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
Sambou Sissoko,45000,fr FRA,20,179,Ligue 1,0,Reims,Defender,Right-Back,both,3,0,32,10,7,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6,50.0,2,50.0,10,46,29,0,0,0,3,0,0,4,0,0.0,0,0,0,1,0
Arber Zeneli,5000000,xk KVX,24,176,Ligue 1,0,Reims,Forward,Left Winger,right,1,0,6,10,7,0,0.0,0.0,0,0,0,0,0,3,66.7,0,0.0,1,100.0,1,100.0,3,54,36,0,0,0,0,0,0,2,0,0.0,0,0,0,1,0
Sacha Boey,1000000,fr FRA,18,178,Ligue 1,0,Rennes,Defender,Right-Back,right,5,1,172,15,8,0,0.1,0.1,0,0,1,0,1,1,100.0,1,100.0,81,80.2,61,88.4,103,305,171,2,1,1,7,7,5,11,0,0.0,0,1,0,0,0
Benjamin Bourigeaud,12000000,fr FRA,25,177,Ligue 1,0,Rennes,Midfielder,Central Midfield,right,25,21,1903,15,8,0,2.4,2.2,2,2,40,10,6,22,68.2,17,43.6,1223,75.6,916,88.5,1441,4116,2151,46,37,9,34,43,27,234,0,0.0,0,5,0,10,0
Eduardo Camavinga,37000000,fr FRA,16,182,Ligue 1,0,Rennes,Midfielder,Central Midfield,left,25,24,2107,15,8,0,1.0,0.7,1,2,16,4,6,18,77.8,34,52.3,985,89.2,819,90.8,1298,5974,3116,36,27,9,49,98,58,234,0,0.0,0,4,0,29,2
Lucas Da Cunha,1000000,fr FRA,18,176,Ligue 1,0,Rennes,Forward,Left Winger,left,2,1,72,15,8,0,0.0,0.1,0,0,2,0,0,2,50.0,1,16.7,22,81.8,19,70.4,29,167,70,0,0,0,0,1,1,6,0,0.0,0,0,0,0,0
Damien Da Silva,4000000,fr FRA,31,184,Ligue 1,0,Rennes,Defender,Centre-Back,right,25,25,2244,15,8,0,0.5,1.0,1,2,6,3,2,11,90.9,91,74.6,1220,87.5,941,98.5,1515,5503,2680,38,20,18,198,31,17,235,0,0.0,0,3,0,7,2
Romain Del Castillo,4000000,fr FRA,23,172,Ligue 1,0,Rennes,Forward,Right Winger,left,21,14,1242,15,8,0,2.3,2.9,2,5,27,9,6,57,64.9,20,40.0,482,78.6,497,73.0,669,3989,2487,16,11,5,7,25,19,89,0,0.0,0,2,0,41,0
Raphael Dias Belloli,18000000,br BRA,22,175,Ligue 1,0,Rennes,Forward,Right Winger,left,22,20,1690,15,8,0,6.5,5.5,5,3,43,15,7,110,52.7,15,45.5,685,66.3,636,75.3,971,5193,3295,34,31,3,14,30,20,138,0,0.0,0,4,0,43,0
Souleyman Doumbia,1000000,ci CIV,22,183,Ligue 1,0,Rennes,Defender,Left-Back,left,1,1,90,15,8,0,0.0,0.1,0,0,0,0,0,5,80.0,0,0.0,303,76.9,32,94.1,59,184,141,14,14,0,13,10,4,9,0,0.0,0,0,0,1,0
Yann Gboho,2000000,fr FRA,18,178,Ligue 1,0,Rennes,Forward,Left Winger,right,8,2,226,15,8,0,0.2,0.2,1,1,2,1,1,10,70.0,2,20.0,52,73.1,69,61.6,93,604,380,4,4,0,1,3,2,11,0,0.0,0,1,0,10,0
JĂ©rĂ©my GĂ©lin,4000000,fr FRA,22,183,Ligue 1,0,Rennes,Defender,Centre-Back,right,14,10,924,15,8,0,0.3,0.0,0,0,3,0,1,1,100.0,18,50.0,533,88.6,432,98.6,632,1723,784,24,16,8,43,13,6,90,0,0.0,0,1,0,1,1
Joris Gnagnon,4000000,fr FRA,22,182,Ligue 1,0,Rennes,Defender,Centre-Back,right,19,14,1278,15,8,0,0.6,0.7,0,1,7,1,1,2,50.0,53,69.7,611,92.1,509,97.7,786,3249,1790,28,12,16,105,22,15,95,0,0.0,0,2,0,2,0
ClĂ©ment Grenier,5000000,fr FRA,28,186,Ligue 1,0,Rennes,Midfielder,Central Midfield,right,11,10,839,15,8,0,0.8,0.6,1,0,7,2,2,10,60.0,11,68.8,450,74.2,346,89.2,530,1891,1037,9,7,2,18,17,10,81,0,0.0,0,2,0,7,0
Rafik Guitane,2000000,fr FRA,20,164,Ligue 1,0,Rennes,Midfielder,Attacking Midfield,right,2,0,16,15,8,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,11,63.6,11,91.7,15,90,52,0,0,0,0,0,0,2,0,0.0,0,0,0,1,0
Adrien Hunou,4000000,fr FRA,25,179,Ligue 1,0,Rennes,Forward,Centre-Forward,right,23,13,1210,15,8,0,7.5,1.8,8,1,29,14,4,18,66.7,11,32.4,317,77.9,361,60.5,509,1960,916,21,20,1,7,23,16,70,0,0.0,0,2,0,33,0
James Lea Siliki,5000000,fr FRA,23,183,Ligue 1,0,Rennes,Midfielder,Central Midfield,left,20,12,1079,15,8,0,0.9,0.8,0,0,15,3,2,16,56.3,7,63.6,430,75.3,373,89.9,574,2322,1403,19,16,3,14,29,19,110,0,0.0,0,4,0,22,0
Faitout Maouassa,8000000,fr FRA,21,170,Ligue 1,0,Rennes,Defender,Left-Back,left,23,23,1803,15,8,0,0.5,1.0,3,1,12,7,2,52,53.8,21,60.0,996,76.3,724,91.2,1284,5138,3310,38,33,5,77,59,29,150,0,0.0,0,3,0,29,0
Jonas Martin,2000000,fr FRA,29,184,Ligue 1,0,Rennes,Midfielder,Central Midfield,right,3,1,113,15,8,0,0.1,0.2,0,0,1,0,0,0,0.0,6,75.0,79,87.3,57,95.0,93,258,129,3,1,2,1,5,3,20,0,0.0,0,1,0,1,0
Edouard Mendy,7000000,sn SEN,27,196,Ligue 1,0,Rennes,Goalkeeper,Goalkeeper,right,24,24,2160,15,8,9,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,792,73.9,371,99.7,844,1975,1000,0,0,0,1,0,0,131,59,0.784,1,1,0,0,2
JĂ©rĂ©my Morel,25000,mg MAD,35,172,Ligue 1,0,Rennes,Defender,Centre-Back,left,21,20,1806,15,8,0,1.0,0.4,1,0,13,3,1,9,77.8,32,56.1,1003,83.4,749,97.4,1175,3822,2172,33,16,17,74,23,16,182,0,0.0,0,2,0,8,1
M'Baye Niang,12000000,sn SEN,24,188,Ligue 1,0,Rennes,Forward,Centre-Forward,right,26,24,2126,15,8,0,9.2,0.7,10,0,65,27,6,53,35.8,68,42.0,501,70.7,639,59.7,848,2731,1008,21,19,2,19,15,10,85,0,0.0,0,2,0,61,0
Gerzino Nyamsi,1000000,fr FRA,22,194,Ligue 1,0,Rennes,Defender,Centre-Back,right,4,0,116,15,8,0,0.0,0.0,0,0,0,0,0,1,100.0,1,33.3,46,87.0,41,97.6,59,252,157,2,2,0,5,1,0,6,0,0.0,0,0,0,1,0
Steven Nzonzi,11000000,fr FRA,30,196,Ligue 1,0,Rennes,Midfielder,Defensive Midfield,right,5,4,386,15,8,0,0.2,0.1,0,0,2,1,0,3,66.7,20,69.0,299,91.0,248,95.8,339,1017,496,2,0,2,23,7,7,47,0,0.0,0,0,0,1,0
Romain Salin,20000,fr FRA,35,189,Ligue 1,0,Rennes,Goalkeeper,Goalkeeper,left,4,4,360,15,8,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,130,73.8,40,95.2,142,316,135,0,0,0,0,0,0,22,13,0.722,1,1,0,0,0
Theoson Siebatcheu,3500000,fr FRA,23,190,Ligue 1,0,Rennes,Forward,Centre-Forward,right,14,4,440,15,8,0,1.0,0.6,0,1,10,1,2,6,100.0,12,38.7,103,75.7,113,60.8,171,518,220,6,5,1,3,6,5,29,0,0.0,0,3,0,11,0
Flavien Tait,4000000,fr FRA,26,175,Ligue 1,0,Rennes,Forward,Left Winger,right,17,9,885,15,8,0,1.3,2.0,2,2,14,4,4,38,50.0,4,22.2,410,74.1,401,80.8,541,2987,1970,10,10,0,7,23,14,72,0,0.0,0,0,1,21,0
Hamari TraorĂ©,4000000,ml MLI,27,175,Ligue 1,0,Rennes,Defender,Right-Back,right,27,27,2411,15,8,0,1.0,2.1,0,5,22,5,9,43,58.1,34,56.7,1544,80.9,1049,90.1,1834,6147,3954,42,33,9,83,65,39,248,0,0.0,0,7,0,14,2
Mirko Antonucci,90000,it ITA,20,178,Serie A,0,Roma,Forward,Right Winger,both,2,0,82,21,10,0,0.2,0.0,0,0,3,0,0,0,0.0,0,0.0,22,77.3,21,72.4,40,159,109,2,2,0,2,4,2,7,0,0.0,0,1,0,0,0
